lambda n k
980e-9 0.04 6.9623
981e-9 0.04 6.9697
982e-9 0.04 6.9771
983e-9 0.04 6.9845
984e-9 0.04 6.9919
985e-9 0.04 6.9996
986e-9 0.04 7.0074
987e-9 0.04 7.0151
988e-9 0.04 7.0229
989e-9 0.04 7.0306
990e-9 0.04 7.0384
991e-9 0.04 7.0461
992e-9 0.04 7.0539
993e-9 0.04 7.0616
994e-9 0.04 7.0694
995e-9 0.04 7.0771
996e-9 0.04 7.0849
997e-9 0.04 7.0926
998e-9 0.04 7.1004
999e-9 0.04 7.1082
1000e-9 0.04 7.1159
